id;nom; prix ;stock;categorie;image
1;Filament PLA-1KG 1,75mm Imprimante; 25,00 FCFA ;2;Filament 3D;https://www.google.com/url?sa=t&source=web&rct=j&url=https%3A%2F%2Fwww.atome3d.com%2Fproducts%2Felegoo-pla-pro-vert-green-1-75-mm-1-kg%3Fsrsltid%3DAfmBOooQSRYjzgQBNKFECDQxR2E3S6CYQ-7iQMq8tRz4sSByx8m2_u_A&ved=0CBYQjRxqFwoTCIj977OujJYDFQAAAAAdAAAAABA3&opi=89978449
